Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT1G02560.1	GMM:29.5.5	protein.degradation.serine protease	-0.084266	-0.039017	-0.087759	0.021596	-0.161871	-0.187641	-0.246620	-0.073141	-0.152843	-0.503231	-0.371794	-0.242876	-0.318712	-0.333694	-0.187641	-0.208129	-0.205313	-0.391056	-0.142258	-0.066962	-0.172028	-0.104230	-0.165589	-0.084824	-0.220751	-0.099688	-0.275840	-0.339537	-0.271113	-0.368578	-0.329939	-0.325880	-0.368805	-0.018604	-0.082703	0.056305	0.212465	0.107127	-0.025743	0.178605	0.010867	0.061837	0.278062	0.099775	0.255954
AT1G02620.1	GMM:30.5	signalling.G-proteins	NaN	-0.392453	0.068772	0.079791	-0.090550	0.062450	-0.401992	0.202811	NaN	NaN	-0.135400	-0.165062	-0.145937	-0.218122	0.324522	-0.246599	-0.246822	-1.810181	NaN	0.282786	0.040623	0.402526	0.172302	NaN	0.265879	-0.041289	0.050167	NaN	0.130879	-0.055294	-0.352753	-0.177141	NaN	-0.103542	0.417553	0.380829	NaN	0.431902	0.292463	0.313690	0.168645	NaN	0.037327	0.305734	NaN
AT1G02730.1	GMM:10.2.1	cell wall.cellulose synthesis.cellulose synthase	-0.230319	-0.000013	-0.018349	-0.141345	-0.072769	-0.176482	-0.263356	-0.356835	-0.186400	-0.041165	-0.439114	-0.068287	-0.358630	-0.330236	-0.137891	-0.292868	-0.186896	-0.705446	0.089360	0.060220	-0.365475	-0.319430	-0.056983	-0.160339	0.100314	-0.225642	NaN	-0.460971	-0.667773	-0.161317	-0.340499	-0.017958	0.452683	-0.160222	0.108397	-0.054341	0.179917	0.056975	-0.376938	-0.007457	0.382268	0.020883	0.102664	0.373568	0.399930
AT1G02740.1	GMM:27.3.54	RNA.regulation of transcription.histone acetyltransferases	NaN	-0.110334	NaN	NaN	-0.073436	NaN	-0.282920	-0.410059	NaN	-0.580650	-0.401146	-0.457658	-0.552990	-0.350237	NaN	-0.318065	-0.269558	NaN	-0.014730	-0.075731	NaN	-0.141756	0.001350	NaN	-0.092236	-0.245716	NaN	NaN	-0.061514	NaN	-0.076656	-0.016583	NaN	-0.119024	-0.268051	NaN	-0.089724	0.285915	NaN	0.280475	0.175704	NaN	0.366137	0.015268	NaN
AT1G02780.1	GMM:29.2.1.2.2.19	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19	-0.130587	-0.033740	-0.173194	-0.147204	-0.193930	-0.238066	-0.208179	-0.058622	-0.259545	-0.317305	-0.481027	-0.270046	-0.232926	-0.325626	-0.241452	-0.247831	-0.082022	-0.122336	-0.256002	-0.095479	-0.080815	0.099444	-0.117602	-0.123155	-0.193426	-0.178429	-0.198209	-0.284825	-0.278679	-0.096989	-0.173149	-0.206141	-0.262022	-0.039734	0.100752	-0.032315	-0.067276	0.040939	0.072067	0.215901	-0.092825	0.176258	0.041326	0.053099	0.167040
AT1G02790.1	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	-3.027768	-0.028376	-0.107276	-0.065473	-0.039573	-0.075513	0.036841	-0.216420	-0.052403	0.076107	0.289827	0.181843	-0.147677	-0.237395	-0.075513	0.103620	0.001260	0.081328	-0.071711	0.102952	-0.158686	NaN	0.483739	0.180083	0.333354	0.261248	0.378172	0.224293	0.101393	-0.183436	0.389967	0.530236	0.306668	-0.083734	0.042837	0.060948	-0.052452	-0.081838	NaN	-0.027721	-0.034381	0.039401	0.312247	0.118005	0.103649
AT1G02920.1	GMM:26.9	misc.glutathione S transferases	0.224526	0.310923	0.038546	-0.185115	-0.578956	-0.547758	-0.394457	-0.258729	-0.207216	-0.427978	-0.394593	-0.419313	-0.595184	-0.769928	-0.547758	-0.322685	-0.339704	-0.287292	-0.071763	-0.473929	-0.144058	-0.650453	-0.247542	-0.804722	-0.295409	-0.529175	-0.378843	-0.449712	-0.584852	-0.646199	-0.105277	-0.657423	-0.476648	0.745276	0.659633	0.757753	0.244763	0.325004	-0.159045	0.489915	0.689778	0.734526	0.783241	0.738233	0.870279
AT1G02930.1	GMM:26.9	misc.glutathione S transferases	-0.127105	-0.128485	-0.234599	-0.939454	-0.877141	-1.150893	-0.970625	-0.836453	-0.849984	-0.473157	-0.246825	-0.560008	-1.356386	-1.082628	-1.150893	-1.002976	-0.644195	-0.078081	-0.126059	-0.120527	-0.359444	-0.020678	-0.349632	-0.742925	-0.874215	-0.859392	-0.449280	-0.608303	-0.291464	-0.305462	0.157610	-0.525553	0.133007	0.771211	0.885253	0.634250	0.470413	0.267320	0.169178	0.654739	0.813586	0.792493	0.933450	1.528404	0.994700
AT1G03020.1	GMM:21.4	redox.glutaredoxins	-0.155985	-0.213591	-0.391220	0.524296	0.028236	0.025882	-0.239626	-0.454710	-0.128507	-0.346404	-0.531694	-0.471750	-0.860095	-0.434713	-0.192794	-0.165720	0.144772	-0.470915	-0.240007	-0.166914	-0.157923	-0.073030	-0.309477	0.010243	-0.533571	-0.132697	-0.003609	-0.579721	-0.802626	-0.559253	-0.524722	-0.271310	-0.244330	-0.495278	0.346370	0.256105	0.186320	0.624549	0.384350	0.483420	0.889584	0.960928	0.592425	0.279078	0.338609
AT1G03022.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03130.1	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	-0.222414	-0.302136	-0.388603	-0.162093	0.183601	0.145215	0.823997	0.115876	-0.154602	-0.393567	-0.450484	-0.194121	-0.710113	-0.233260	0.035084	0.065880	-0.512689	-0.304965	-0.510905	0.015729	-0.709001	-0.312882	0.227420	-0.155459	-0.303255	0.114872	0.017446	-0.629086	-0.158912	-0.181247	0.173076	-0.260314	-0.262389	0.217126	0.297454	0.035734	-0.577829	0.134486	-0.244917	-0.430856	-0.664431	0.400749	-0.251206	0.141800	0.517919
AT1G03160.1	GMM:30.5	signalling.G-proteins	NaN	-1.941067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.386432	NaN	NaN	NaN	NaN	NaN	-2.524319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03220.1	GMM:29.5.4	protein.degradation.aspartate protease	0.348141	0.379956	0.497909	0.098299	0.180546	0.580328	0.382539	0.305591	0.128013	-0.235444	0.056419	0.028380	-0.004259	-0.189150	0.580328	-0.278940	-0.070593	-0.181538	-0.193533	0.332465	0.076530	0.055836	0.036114	0.271801	0.155823	0.266582	0.105876	-0.111072	-0.011779	0.171746	-0.079148	-0.039993	-0.242695	0.343933	0.190476	0.259611	0.376682	0.298362	0.392095	0.234874	0.272831	0.023084	0.214948	0.057199	0.440384
AT1G03350.1	GMM:35.1.8	not assigned.no ontology.BSD domain-containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03360.1	GMM:27.1.19	RNA.processing.ribonucleases	NaN	NaN	-0.058470	NaN	0.074540	-0.179609	NaN	-0.117255	NaN	NaN	NaN	-0.339904	NaN	NaN	-0.179609	NaN	NaN	-0.069367	NaN	NaN	-0.107515	NaN	NaN	-0.094702	NaN	0.019659	NaN	NaN	NaN	-0.243409	NaN	NaN	-0.241158	NaN	0.187592	NaN	NaN	NaN	0.008319	NaN	NaN	0.110222	NaN	0.142321	0.060387
AT1G03475.1	GMM:19.8	tetrapyrrole synthesis.coproporphyrinogen III oxidase	0.204743	0.126178	0.034971	0.066403	0.205885	-0.057210	0.037165	0.088416	-0.098591	-0.541063	-0.391185	-0.562719	-0.728317	-0.113373	-0.057210	-0.403375	-0.293478	-0.342361	0.068914	-0.044911	-0.281504	-0.117504	-0.183051	0.089182	0.190347	-0.221820	-0.384283	-0.187590	0.074111	-0.113379	-0.058700	-0.224175	-0.101217	-0.265836	0.364696	0.054055	0.228813	-0.135612	0.207872	0.230436	0.485142	0.117122	0.256151	0.528851	0.698891
AT1G03490.1	GMM:33.99	development.unspecified	-0.993625	-2.225710	NaN	-0.652855	NaN	-0.424478	-1.155035	-1.258438	-0.964487	-0.768682	NaN	-0.955947	-1.209480	NaN	-1.160172	-1.635069	-0.997956	-1.127213	-1.188841	NaN	-0.988080	-0.683421	NaN	-0.554084	-1.488624	NaN	-0.851513	-0.869595	NaN	-1.383740	-0.671501	NaN	-0.501417	-1.247691	-1.095532	-0.695638	-1.074089	NaN	-0.935931	NaN	-0.893551	-0.715544	-1.044589	NaN	-0.603711
AT1G03520.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03600.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	0.005069	0.035057	-0.007719	0.021781	0.164053	-0.238681	0.177674	-0.008298	-0.246964	-0.402070	-0.303385	-0.296015	0.003947	-0.224486	-0.227945	-0.354659	-0.120791	-0.164675	-0.158318	-0.077841	-0.037099	-0.108939	-0.068783	-0.164657	-0.020299	-0.022204	0.084963	-0.406559	-0.291646	-0.076961	0.204437	-0.036955	-0.057384	-0.021499	-0.062448	0.042240	0.078383	-0.066569	0.166992	0.145825	0.200362	0.140514	0.433229	0.234272	0.004846
AT1G03630.1	GMM:19.14	tetrapyrrole synthesis.protochlorophyllide reductase	NaN	NaN	-0.344506	NaN	NaN	0.063641	0.278514	NaN	-0.287358	NaN	NaN	-0.349479	NaN	-0.343846	-0.623444	NaN	NaN	NaN	NaN	NaN	-0.197704	NaN	-0.093852	0.019445	NaN	0.050811	-0.368701	NaN	NaN	NaN	NaN	NaN	-0.397910	NaN	NaN	0.322059	NaN	NaN	NaN	NaN	0.450644	0.081603	NaN	-0.031977	NaN
AT1G03680.1	GMM:21.1	redox.thioredoxin	-0.385712	-0.305645	-0.164199	0.157126	0.122383	-0.051977	-0.255026	-0.269476	-0.140449	-0.621486	-0.429168	-0.460107	-0.302144	-0.520247	-0.145135	-0.330788	-0.368905	-0.452023	-0.082727	-0.132187	-0.195504	-0.248788	-0.065552	-0.021070	-0.105068	-0.067485	-0.179168	-0.299390	-0.243401	-0.309271	-0.213423	-0.359038	-0.323319	-0.220627	-0.129893	-0.119570	0.046204	0.137903	0.146754	0.046122	-0.030121	-0.019967	0.096080	0.124835	0.207881
AT1G03750.1	GMM:28.1	DNA.synthesis/chromatin structure	-0.235122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.469334	-0.334606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.306783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.098851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03870.1	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	0.003513	0.129286	NaN	-0.157509	-0.089454	NaN	-0.192545	NaN	NaN	-0.268418	-0.213751	-0.024283	-0.331684	-0.142677	NaN	-0.384918	NaN	NaN	0.291664	-0.047271	NaN	-0.203794	-0.150790	-0.026740	-0.012410	NaN	NaN	-0.152991	NaN	-0.451027	-0.545178	-0.588118	NaN	-0.005620	0.007087	NaN	-0.275967	NaN	0.275751	-0.099661	0.398798	NaN	-0.139786	0.274541	NaN
AT1G03990.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.718072	NaN	NaN	NaN	NaN	NaN	-3.591603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.174060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04090.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.813504	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04110.1	GMM:29.5.1	protein.degradation.subtilases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.030403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04140.1	GMM:33.99	development.unspecified	-4.558488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.975936	NaN	-5.291145	NaN	NaN	-5.454037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.867340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04270.1	GMM:29.2.1.2.1.15	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15	NaN	NaN	-0.108461	-0.440805	-0.109401	-0.093465	NaN	-0.258697	-0.387956	NaN	-0.317486	-0.332236	NaN	NaN	-0.093465	NaN	-0.192851	-0.307370	NaN	0.114280	-0.119025	NaN	-0.307989	0.218135	NaN	-0.298184	-0.287676	NaN	0.008634	-0.157639	NaN	-0.265489	-0.386938	NaN	0.218051	-0.007533	NaN	0.116746	-0.024271	NaN	0.077525	0.011328	NaN	0.507512	0.218862
AT1G04300.1	GMM:35.1	not assigned.no ontology	NaN	-0.971309	-0.981331	-0.605116	-0.972573	-1.018681	-0.290105	-0.838047	-0.567690	-2.209342	-0.952609	-1.435390	-1.828144	-0.710894	-0.848045	-1.113606	-0.855914	-1.011828	NaN	-0.955899	-1.360342	-0.597103	-1.152118	-1.144761	-0.507039	-1.432604	-0.322839	NaN	-1.042023	-0.579964	-1.367634	-1.180318	-1.195911	-1.071326	-0.965165	-0.711479	-0.953185	-0.667630	-1.225912	-1.046081	-0.328517	-0.933422	-0.776975	-0.928259	-0.684749
AT1G04380.1	GMM:17.5.1	hormone metabolism.ethylene.synthesis-degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04410.1	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH	-0.013301	0.000516	-0.051708	-0.079979	0.054877	-0.041013	-0.137960	-0.207099	-0.244280	-0.341589	-0.266834	-0.308277	-0.292145	-0.334398	-0.142379	-0.152093	-0.122034	-0.145979	-0.133292	-0.198998	-0.027011	0.020688	-0.108578	-0.082022	-0.180193	-0.040352	-0.036963	-0.222638	-0.186782	-0.251017	-0.194422	-0.261756	-0.311415	0.065571	-0.007506	0.083096	0.113072	0.120650	0.109615	0.289018	0.350148	0.315113	0.433202	0.382473	0.361084
AT1G04420.1	GMM:3.5	minor CHO metabolism.others	-0.046353	-0.121132	0.017816	-0.180242	0.030752	-0.139534	-0.309891	-0.097883	NaN	-0.171691	-0.304655	-0.052463	-0.093818	-0.396326	-0.139534	-0.164391	-0.252720	-1.962046	-0.052548	0.049830	0.225654	0.105934	0.380862	-0.232546	-0.253501	0.436828	NaN	-0.411419	0.068752	-0.397073	-0.154170	-0.642112	NaN	0.351773	0.067655	0.825918	0.395897	0.382355	0.295950	0.028511	0.162788	NaN	0.253920	0.543464	NaN
AT1G04430.1	GMM:20.2.3	stress.abiotic.drought/salt	NaN	NaN	NaN	NaN	NaN	-1.993481	NaN	-2.117248	NaN	-2.505804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.449980	-2.152795	-2.590083	-3.472962	NaN	NaN	NaN	NaN	-2.426172	NaN	-2.501350	-2.334227	-2.265281	-2.323416	-2.279030	-1.711735	-1.709696	-2.466693	-2.005135	-2.280967	NaN	-2.595992	-1.820867	NaN	NaN	NaN	NaN
AT1G04480.1	GMM:29.2.1.2.2.23	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23	-0.188772	-0.382339	-0.153386	-0.136972	-0.109623	-0.475070	-0.573325	-0.096961	0.174191	NaN	-0.662447	-0.505377	0.072742	-0.109169	-0.475070	-0.470113	-0.488965	-0.421185	-1.390664	-0.284747	-0.386151	-0.161677	-0.321444	-0.003043	-0.127357	-0.348877	-0.350764	0.124784	0.089055	-0.248908	-0.559827	-0.175599	-0.436653	-0.172480	-0.277004	-0.297165	0.240090	0.273429	-0.038524	0.142452	0.175578	0.209089	0.426666	0.267443	0.345247
AT1G04510.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.056596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04620.1	GMM:18	Co-factor and vitamine metabolism	-0.002803	0.018148	-0.077545	-0.072165	0.055572	-0.162564	-0.222743	-0.329784	-0.233425	-0.201421	-0.235640	-0.251009	-0.137582	-0.213252	-0.162564	-0.206636	-0.095561	-0.038622	-0.170112	-0.087182	-0.135078	-0.103145	0.003979	0.010449	-0.110790	-0.104747	-0.075169	-0.178118	-0.176008	-0.103475	0.016820	-0.126530	-0.141594	-0.008242	0.113841	0.124191	0.204349	0.274434	0.251495	0.308813	0.185622	0.266888	0.372143	0.256609	0.348943
AT1G04690.1	GMM:34.15	transport.potassium	0.127938	0.013116	-0.122603	-0.023783	-0.054292	-0.081131	NaN	-0.073435	0.192502	-0.016286	-0.223648	-0.311379	NaN	-0.235933	-0.081131	-0.189087	0.071151	0.099959	-0.090498	-0.066812	0.094911	NaN	-0.149079	-0.103173	0.193687	-0.011051	-0.416897	NaN	0.008586	0.300725	0.152366	-0.147379	-0.113378	0.113389	0.243226	-0.035653	NaN	0.046665	0.393868	0.407741	-0.010368	0.302620	NaN	0.360669	0.221641
AT1G04820.1	GMM:31.1	cell.organisation	-0.101702	-0.028745	-0.075655	-0.018119	0.080600	0.109736	-0.071697	0.022347	-0.118024	-0.357550	-0.462122	-0.339170	-0.391526	-0.358551	-0.222456	-0.317568	-0.322490	-0.365560	-0.088285	-0.069938	-0.146920	-0.100921	-0.055357	-0.018105	-0.034753	-0.016483	-0.204461	-0.248783	-0.227878	-0.201290	-0.109147	-0.183125	-0.050050	-0.024138	0.046237	0.017674	0.160476	0.152671	0.306830	0.294330	0.274042	0.208978	0.278944	0.243815	0.247926
AT1G04840.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.170806	NaN	NaN	-5.052352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.788157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.323685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04880.1	GMM:27.3.38	RNA.regulation of transcription.AT-rich interaction domain containing transcription factor family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
