Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT1G03220.1	GMM:29.5.4	protein.degradation.aspartate protease	0.348141	0.379956	0.437331	0.098299	0.180546	0.580328	0.382539	0.305591	0.128013	-0.235444	0.056059	0.028380	-0.197279	-0.260833	0.580328	-0.286965	-0.070593	-0.181538	-0.193533	0.332465	0.076530	0.035145	0.015996	0.271801	0.155823	0.194238	0.086853	-0.111072	-0.011779	0.171746	-0.079148	-0.039993	-0.242695	0.324209	0.190476	0.259611	0.376682	0.298362	0.392095	0.234874	0.272831	-0.162352	0.197710	0.057199	0.440384
AT1G03350.1	GMM:35.1.8	not assigned.no ontology.BSD domain-containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03360.1	GMM:27.1.19	RNA.processing.ribonucleases	-7.855714	-7.566676	-0.058470	-7.825180	0.074540	-0.179609	NaN	-0.117255	-14.071386	NaN	NaN	-0.339904	NaN	NaN	-0.179609	NaN	NaN	-0.069367	-7.366791	NaN	-0.107515	NaN	-13.691177	-0.094702	NaN	0.019659	NaN	-8.132182	NaN	-0.243409	NaN	NaN	-0.241158	NaN	0.187592	NaN	NaN	NaN	0.008319	NaN	NaN	0.110222	NaN	0.142321	0.060387
AT1G03475.1	GMM:19.8	tetrapyrrole synthesis.coproporphyrinogen III oxidase	0.204743	0.126178	0.034971	0.066403	0.205885	-0.057210	0.037165	0.088416	-0.098591	-0.541063	-0.391185	-0.562719	-0.728317	-0.113373	-0.057210	-0.403375	-0.293478	-0.342361	0.068914	-0.044911	-0.281504	-0.117504	-0.183051	0.089182	0.190347	-0.221820	-0.384283	-0.187590	0.074111	-0.113379	-0.058700	-0.224175	-0.101217	-0.265836	0.364696	0.054055	0.228813	-0.135612	0.207872	0.230436	0.485142	0.117122	0.256151	0.528851	0.698891
AT1G03490.1	GMM:33.99	development.unspecified	-0.993625	-2.225710	-13.034330	-0.652855	-10.891451	-0.424478	-1.155035	-1.258438	-0.964487	-4.788879	NaN	-0.955947	-1.209480	NaN	-1.160172	-1.635069	-0.997956	-1.127213	-1.188841	-12.673309	-4.730003	-0.683421	-9.144143	-0.554084	-1.488624	NaN	-0.851513	-0.869595	NaN	-1.383740	-4.784630	NaN	-4.659844	-4.946537	-1.095532	-0.695638	-1.074089	-10.176891	-4.711294	-11.609481	-0.893551	-0.715544	-1.044589	NaN	-0.603711
AT1G03520.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	-11.397341	-11.657433	-11.801749	-11.717078	NaN	NaN	-11.710368	-9.945775	NaN	-11.790087	-11.786899	NaN	NaN	-10.721331	NaN	-11.503477	NaN	NaN	-11.503630	-11.729188	NaN	-11.528516	NaN	-11.285293	-11.463140	-11.734999	NaN	-11.424828	-11.712718	NaN	NaN	NaN	-11.821571	-11.337714	NaN	NaN	-9.344018	-11.552524	-11.665024	-11.598351	-11.514141	NaN	-11.139825	-11.137397	-11.297336
AT1G03600.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	0.005069	-0.011524	-0.007719	-0.129946	0.164053	-0.238681	0.177674	-0.008298	-0.246964	-0.414633	-0.303385	-0.296015	0.003947	-0.224486	-0.227945	-0.354659	-0.120791	-0.374043	-0.158318	-0.077841	-0.037099	-0.320580	-0.068783	-0.164657	-0.020299	-0.022204	0.084963	-0.406559	-0.291646	-0.076961	0.204437	-0.036955	-0.057384	-0.021499	-0.062448	0.042240	0.078383	-0.066569	-0.064357	0.145825	0.200362	0.140514	0.129580	0.234272	0.004846
AT1G03630.1	GMM:19.14	tetrapyrrole synthesis.protochlorophyllide reductase	NaN	NaN	-0.344506	NaN	-10.878035	0.063641	0.278514	-10.913260	-0.287358	NaN	NaN	-0.349479	NaN	-0.343846	-0.623444	NaN	NaN	NaN	NaN	NaN	-0.197704	NaN	-0.093852	0.019445	NaN	0.050811	-0.368701	NaN	-10.861472	-10.870561	NaN	-11.172396	-0.397910	NaN	-10.680184	0.322059	-10.875399	-10.986964	-10.981933	NaN	0.450644	0.081603	NaN	-0.031977	-10.529518
AT1G03680.1	GMM:21.1	redox.thioredoxin	-0.385712	-0.305645	-0.164199	0.157126	0.122383	-0.051977	-0.255026	-0.269476	-0.140449	-0.621486	-0.505812	-0.460107	-1.097885	-0.520247	-0.145135	-0.330788	-0.368905	-0.452023	-0.111166	-0.132187	-0.238816	-0.248788	-0.065552	-0.034683	-0.105068	-0.081396	-0.187941	-0.299390	-0.243401	-0.309271	-0.213423	-0.359038	-0.461446	-0.220627	-0.139554	-0.224962	-0.006551	0.109939	0.146754	0.046122	-0.039684	-0.019967	0.096080	0.124835	0.207881
AT1G03750.1	GMM:28.1	DNA.synthesis/chromatin structure	-0.235122	NaN	-6.809253	NaN	NaN	-7.596597	NaN	-11.485216	NaN	-0.469334	-0.334606	NaN	NaN	NaN	-7.596597	NaN	-7.372281	NaN	-0.306783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.098851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.940310	NaN	NaN	NaN
AT1G03870.1	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	0.003513	0.129286	-10.560519	-0.157509	-0.089454	NaN	-0.192545	NaN	-8.513235	-0.268418	-0.213751	-0.024283	-0.331684	-0.142677	NaN	-0.384918	-10.238076	NaN	0.291664	-0.047271	NaN	-0.203794	-0.150790	-0.026740	-0.012410	-10.906219	NaN	-0.152991	-10.725409	-0.451027	-0.545178	-0.588118	-9.187728	-0.005620	0.007087	NaN	-0.275967	-10.353663	0.275751	-0.099661	0.398798	-8.874687	-0.139786	0.274541	NaN
AT1G03990.1			-13.019467	-13.075943	-13.068193	-10.530689	-12.604976	-12.710502	-12.977608	-12.661912	-2.718072	-13.385935	-10.243361	-12.800479	-12.780650	-12.915397	-3.591603	-12.605182	-12.551330	-12.857734	-13.020103	-12.528494	-9.836137	-13.057272	-12.852419	-12.787700	-12.644513	-12.935054	-12.836368	-12.840774	-12.971802	-3.174060	-13.143885	-12.692506	-13.048953	-12.706193	-12.601842	-12.634023	-12.944691	-12.618187	-13.009026	-12.501251	-12.770935	-12.906907	-12.566817	-12.538123	-12.448888
AT1G04090.1			-12.131519	-12.106074	-11.994458	-12.201865	-11.934002	NaN	-12.218566	-12.007096	-12.067300	-12.287954	-12.493579	-12.141535	-12.507958	-12.012057	-11.935890	-12.045976	-11.929333	NaN	-12.365620	-12.056905	-11.734571	-12.189197	-11.800903	-12.059802	-12.364132	-12.282847	NaN	-12.403362	-12.243460	-12.035602	-12.551437	-12.210149	-11.983056	-12.274086	-12.155840	-12.177201	-12.440807	-12.182479	-3.813504	-12.320217	-11.880326	-8.871430	-11.819819	-11.751320	-11.626855
AT1G04110.1	GMM:29.5.1	protein.degradation.subtilases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.030403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04140.1	GMM:33.99	development.unspecified	-4.558488	-13.861561	NaN	-13.765462	-13.806688	NaN	-13.896150	NaN	NaN	-13.859342	NaN	NaN	-13.786024	NaN	NaN	-13.862846	-5.975936	NaN	-5.291145	-13.826783	-13.964248	-5.454037	NaN	NaN	-13.863961	NaN	NaN	-13.849069	NaN	NaN	-13.992032	NaN	NaN	-13.832038	-13.848808	NaN	-4.867340	-13.877645	NaN	-13.968972	NaN	NaN	-13.466264	-13.924021	NaN
AT1G04270.1	GMM:29.2.1.2.1.15	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15	NaN	NaN	-0.108461	-0.440805	-0.109401	-0.093465	NaN	-0.258697	-0.387956	NaN	-0.317486	-0.332236	NaN	NaN	-0.093465	-8.645432	-0.192851	-5.568970	NaN	0.114280	-0.119025	NaN	-0.307989	0.218135	NaN	-0.298184	-0.287676	NaN	0.008634	-0.157639	NaN	-0.265489	-6.005636	NaN	0.218051	-0.007533	-10.917393	0.116746	-0.024271	-11.067187	-3.952509	0.011328	NaN	0.507512	0.218862
AT1G04300.1	GMM:35.1	not assigned.no ontology	-11.125816	-0.971309	-0.981331	-0.605116	-0.972573	-1.018681	-0.290105	-0.838047	-0.567690	-2.209342	-0.952609	-1.435390	-1.828144	-0.710894	-0.848045	-1.113606	-0.855914	-1.011828	-11.356169	-0.955899	-1.360342	-0.597103	-1.152118	-1.144761	-0.507039	-1.432604	-0.322839	-11.157676	-1.042023	-0.579964	-1.367634	-1.180318	-1.195911	-1.071326	-0.965165	-0.711479	-0.953185	-0.667630	-1.225912	-1.046081	-0.328517	-0.933422	-0.776975	-0.928259	-0.684749
AT1G04380.1	GMM:17.5.1	hormone metabolism.ethylene.synthesis-degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04410.1	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH	-0.013301	0.000516	-0.069773	-0.079979	0.039686	-0.041013	-0.137960	-0.207099	-0.256617	-0.344492	-0.276149	-0.308277	-0.292145	-0.338988	-0.145146	-0.158161	-0.122912	-0.145979	-0.145267	-0.198998	-0.027011	0.020688	-0.108578	-0.082022	-0.200765	-0.070545	-0.132944	-0.244310	-0.193752	-0.261748	-0.225485	-0.261756	-0.314169	0.047982	-0.016090	0.080910	0.078633	0.120650	0.097055	0.285762	0.350148	0.213282	0.432785	0.349248	0.361084
AT1G04420.1	GMM:3.5	minor CHO metabolism.others	-0.046353	-0.121132	0.017816	-0.180242	0.030752	-4.702597	-0.309891	-0.097883	-10.465397	-5.725910	-0.304655	-0.052463	-0.093818	-4.876699	-4.702597	-0.164391	-0.252720	-1.962046	-0.052548	0.049830	-3.803852	0.105934	-3.827507	-0.232546	-0.253501	0.436828	NaN	-4.597372	-5.519643	-0.397073	-0.154170	-0.642112	NaN	0.351773	0.067655	-4.599698	0.395897	0.382355	0.295950	0.028511	0.162788	-9.986842	0.253920	0.543464	-9.446146
AT1G04430.1	GMM:20.2.3	stress.abiotic.drought/salt	-10.896312	-7.946315	-10.683937	-10.580143	-10.549711	-1.993481	-10.729120	-2.117248	-10.665260	-2.505804	-10.652569	-10.406521	-10.393155	-10.639096	-10.526574	-10.470315	-10.344235	-10.363202	-2.449980	-2.152795	-2.590083	-3.472962	-10.402419	-10.489798	-10.600127	-10.810250	-2.426172	-10.870006	-2.501350	-2.334227	-2.265281	-2.323416	-2.279030	-1.711735	-1.709696	-2.466693	-2.005135	-2.280967	-10.055394	-2.595992	-1.820867	-10.371041	-10.493663	-10.738202	-10.437262
AT1G04480.1	GMM:29.2.1.2.2.23	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23	-0.188772	-0.382339	-0.153386	-0.136972	-0.109623	-0.475070	-0.573325	-0.096961	0.174191	-10.783119	-0.662447	-0.505377	0.072742	-0.109169	-0.475070	-0.470113	-0.488965	-0.421185	-7.104493	-0.284747	-0.386151	-0.161677	-0.321444	-0.003043	-0.127357	-0.348877	-5.161943	0.124784	0.089055	-0.248908	-0.559827	-0.175599	-0.436653	-0.172480	-0.277004	-0.297165	-5.059516	0.273429	-0.038524	0.142452	0.175578	0.209089	0.426666	0.267443	0.345247
AT1G04510.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.056596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04620.1	GMM:18	Co-factor and vitamine metabolism	-0.002803	0.018148	-0.077545	-0.072165	0.055572	-0.162564	-0.222743	-0.329784	-0.233425	-0.201421	-0.235640	-0.251009	-0.137582	-0.213252	-0.162564	-0.206636	-0.095561	-0.038622	-0.170112	-0.087182	-0.135078	-0.103145	0.003979	0.010449	-0.110790	-0.104747	-0.075169	-0.178118	-0.176008	-0.103475	0.016820	-0.126530	-0.141594	-0.008242	0.113841	0.124191	0.204349	0.274434	0.251495	0.308813	0.185622	0.266888	0.372143	0.256609	0.348943
AT1G04690.1	GMM:34.15	transport.potassium	0.127938	0.013116	-0.122603	-0.023783	-0.054292	-0.081131	-10.145152	-0.073435	-4.638577	-0.016286	-0.223648	-0.311379	NaN	-0.235933	-0.081131	-0.189087	0.071151	0.099959	-0.090498	-0.066812	0.094911	-7.582362	-0.149079	-0.103173	0.193687	-0.011051	-5.541709	-9.357574	0.008586	-5.085203	0.152366	-5.254791	-0.113378	0.113389	0.243226	-0.035653	-9.586115	0.046665	0.393868	0.407741	-0.010368	0.302620	NaN	0.360669	0.221641
