Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT1G02740.1	GMM:27.3.54	RNA.regulation of transcription.histone acetyltransferases	NaN	0.065763	NaN	NaN	0.045433	NaN	-0.019953	-0.157984	NaN	-0.238112	-0.061278	-0.104175	-0.245863	-0.044713	NaN	-0.084769	-0.033109	NaN	0.112771	0.041494	NaN	-0.050910	0.109146	NaN	0.047238	-0.101095	NaN	NaN	0.204727	NaN	0.125800	0.210853	NaN	-0.061532	-0.216973	NaN	-0.092289	0.280281	NaN	0.165903	0.069150	NaN	0.222193	-0.111236	NaN
AT1G02780.1	GMM:29.2.1.2.2.19	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19	0.016061	0.142356	-0.006427	-0.023579	-0.075060	-0.100925	0.054788	0.193452	0.001907	0.025234	-0.141159	0.083437	0.074202	-0.020101	-0.012018	-0.014536	0.154427	0.128092	-0.128501	0.021746	0.052152	0.190291	-0.009806	-0.021533	-0.053952	-0.033807	-0.065471	-0.023913	-0.012437	0.183898	0.029307	0.021295	-0.043874	0.017758	0.151831	0.029272	-0.069841	0.035305	0.058099	0.101329	-0.199380	0.073078	-0.102619	-0.073405	0.029474
AT1G02790.1	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	-2.881121	0.147721	0.059492	0.058152	0.079297	0.061629	0.299808	0.035655	0.209049	0.418646	0.629694	0.535326	0.159451	0.068130	0.153921	0.336916	0.237709	0.331757	0.055791	0.220177	-0.025719	NaN	0.591535	0.281705	0.472828	0.405869	0.510909	0.485205	0.367635	0.097451	0.592424	0.757672	0.524816	-0.026242	0.093915	0.122535	-0.055017	-0.087471	NaN	-0.142293	-0.140935	-0.063778	0.168303	-0.008499	-0.033916
AT1G02920.1	GMM:26.9	misc.glutathione S transferases	0.371174	0.487020	0.205313	-0.061490	-0.460086	-0.410617	-0.131490	-0.006654	0.054235	-0.085439	-0.054725	-0.065830	-0.288057	-0.464404	-0.318325	-0.089390	-0.103255	-0.036863	0.055738	-0.356704	-0.011091	-0.559606	-0.139746	-0.703100	-0.155935	-0.384553	-0.246106	-0.188800	-0.318610	-0.365312	0.097180	-0.429987	-0.258501	0.802768	0.710712	0.819340	0.242198	0.319370	-0.173013	0.375342	0.583224	0.631346	0.639297	0.611729	0.732714
AT1G02930.1	GMM:26.9	misc.glutathione S transferases	0.019542	0.047611	-0.067831	-0.815829	-0.758271	-1.013752	-0.707658	-0.584378	-0.588532	-0.130619	0.093042	-0.206525	-1.049258	-0.777103	-0.921460	-0.769681	-0.407746	0.172348	0.001442	-0.003302	-0.226477	0.070168	-0.241836	-0.641303	-0.734741	-0.714771	-0.316543	-0.347391	-0.025222	-0.024575	0.360066	-0.298117	0.351154	0.828704	0.936331	0.695837	0.467848	0.261686	0.155210	0.540167	0.707031	0.689313	0.789506	1.401900	0.857135
AT1G03020.1	GMM:21.4	redox.glutaredoxins	-0.009338	-0.037494	-0.224453	0.647920	0.147106	0.163023	0.023342	-0.202636	0.132945	-0.003865	-0.191827	-0.118267	-0.552967	-0.129189	0.036640	0.067575	0.381221	-0.220486	-0.112506	-0.049689	-0.024956	0.017817	-0.201681	0.111865	-0.394097	0.011925	0.129128	-0.318809	-0.536384	-0.278366	-0.322266	-0.043874	-0.026182	-0.437785	0.397449	0.317692	0.183756	0.618916	0.370382	0.368847	0.783029	0.857748	0.448480	0.152574	0.201043
AT1G03022.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03130.1	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	-0.075767	-0.126039	-0.221835	-0.038468	0.302471	0.282357	1.086964	0.367951	0.106850	-0.051028	-0.110616	0.159362	-0.402986	0.072264	0.264517	0.299175	-0.276240	-0.054537	-0.383404	0.132954	-0.576035	-0.222036	0.335216	-0.053837	-0.163781	0.259493	0.150183	-0.368175	0.107329	0.099640	0.375532	-0.032878	-0.044242	0.274619	0.348533	0.097321	-0.580394	0.128853	-0.258886	-0.545428	-0.770986	0.297569	-0.395150	0.015296	0.380353
AT1G03160.1	GMM:30.5	signalling.G-proteins	NaN	-1.764970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.295586	NaN	NaN	NaN	NaN	NaN	-2.263407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03220.1	GMM:29.5.4	protein.degradation.aspartate protease	0.494788	0.556053	0.664677	0.221923	0.299416	0.717469	0.645506	0.557666	0.389465	0.107095	0.396286	0.381863	0.302868	0.116374	0.809761	-0.045644	0.165856	0.068891	-0.066032	0.449690	0.209497	0.146682	0.143910	0.373423	0.295297	0.411203	0.238613	0.149840	0.254463	0.452633	0.123308	0.187443	-0.024548	0.401425	0.241555	0.321198	0.374117	0.292728	0.378127	0.120302	0.166276	-0.080095	0.071003	-0.069305	0.302819
AT1G03350.1	GMM:35.1.8	not assigned.no ontology.BSD domain-containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03360.1	GMM:27.1.19	RNA.processing.ribonucleases	NaN	NaN	0.108297	NaN	0.193410	-0.042467	NaN	0.134820	NaN	NaN	NaN	0.013579	NaN	NaN	0.049825	NaN	NaN	0.181062	NaN	NaN	0.025452	NaN	NaN	0.006921	NaN	0.164280	NaN	NaN	NaN	0.037478	NaN	NaN	-0.023011	NaN	0.238671	NaN	NaN	NaN	-0.005650	NaN	NaN	0.007042	NaN	0.015817	-0.077179
AT1G03475.1	GMM:19.8	tetrapyrrole synthesis.coproporphyrinogen III oxidase	0.351390	0.302275	0.201739	0.190027	0.324754	0.079931	0.300132	0.340491	0.162861	-0.198525	-0.051318	-0.209236	-0.421189	0.192151	0.172223	-0.170080	-0.057029	-0.091932	0.196415	0.072314	-0.148537	-0.026658	-0.075255	0.190804	0.329821	-0.077198	-0.251546	0.073322	0.340352	0.167508	0.143756	0.003261	0.116930	-0.208344	0.415774	0.115642	0.226248	-0.141245	0.193904	0.115863	0.378587	0.013942	0.112206	0.402347	0.561326
AT1G03490.1	GMM:33.99	development.unspecified	-0.846977	-2.049614	NaN	-0.529231	NaN	-0.287337	-0.892068	-1.006363	-0.703035	-0.426144	NaN	-0.602464	-0.902352	NaN	-0.930739	-1.401773	-0.761507	-0.876784	-1.061340	NaN	-0.855113	-0.592575	NaN	-0.452462	-1.349150	NaN	-0.718776	-0.608683	NaN	-1.102853	-0.469045	NaN	-0.283269	-1.190199	-1.044453	-0.634051	-1.076654	NaN	-0.949900	NaN	-1.000106	-0.818724	-1.188533	NaN	-0.741276
AT1G03520.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03600.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	0.151716	0.211153	0.159048	0.145406	0.282923	-0.101539	0.440642	0.243777	0.014488	-0.059532	0.036483	0.057467	0.311074	0.081038	0.001488	-0.121363	0.115658	0.085754	-0.030817	0.039385	0.095868	-0.018092	0.039013	-0.063034	0.119175	0.122418	0.217700	-0.145647	-0.025405	0.203926	0.406893	0.190481	0.160763	0.035993	-0.011369	0.103827	0.075818	-0.072203	0.153024	0.031253	0.093808	0.037334	0.289285	0.107768	-0.132719
AT1G03630.1	GMM:19.14	tetrapyrrole synthesis.protochlorophyllide reductase	NaN	NaN	-0.177739	NaN	NaN	0.200782	0.541481	NaN	-0.025906	NaN	NaN	0.004003	NaN	-0.038322	-0.394010	NaN	NaN	NaN	NaN	NaN	-0.064737	NaN	0.013944	0.121067	NaN	0.195433	-0.235964	NaN	NaN	NaN	NaN	NaN	-0.179763	NaN	NaN	0.383646	NaN	NaN	NaN	NaN	0.344089	-0.021577	NaN	-0.158481	NaN
AT1G03680.1	GMM:21.1	redox.thioredoxin	-0.239064	-0.129549	0.002568	0.280750	0.241253	0.085165	0.007941	-0.017401	0.121002	-0.278947	-0.089300	-0.106624	0.004984	-0.214723	0.084299	-0.097492	-0.132456	-0.201595	0.044774	-0.014961	-0.062537	-0.157942	0.042244	0.080552	0.034406	0.077137	-0.046431	-0.038478	0.022841	-0.028384	-0.010967	-0.131602	-0.105171	-0.163135	-0.078814	-0.057983	0.043639	0.132269	0.132785	-0.068451	-0.136676	-0.123147	-0.047865	-0.001669	0.070316
AT1G03750.1	GMM:28.1	DNA.synthesis/chromatin structure	-0.088475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.126795	0.005262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.179282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.301307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G03870.1	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	0.150161	0.305382	NaN	-0.033884	0.029415	NaN	0.070422	NaN	NaN	0.074121	0.126116	0.329200	-0.024557	0.162847	NaN	-0.151623	NaN	NaN	0.419165	0.069954	NaN	-0.112947	-0.042994	0.074882	0.127064	NaN	NaN	0.107920	NaN	-0.170140	-0.342721	-0.360682	NaN	0.051872	0.058166	NaN	-0.278532	NaN	0.261782	-0.214234	0.292244	NaN	-0.283731	0.148037	NaN
AT1G03990.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.456620	NaN	NaN	NaN	NaN	NaN	-3.362169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.893173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04090.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.827472	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04110.1	GMM:29.5.1	protein.degradation.subtilases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.169877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04140.1	GMM:33.99	development.unspecified	-4.411840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.739487	NaN	-5.163644	NaN	NaN	-5.363191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.869905	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04270.1	GMM:29.2.1.2.1.15	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15	NaN	NaN	0.058306	-0.317181	0.009469	0.043677	NaN	-0.006622	-0.126505	NaN	0.022381	0.021246	NaN	NaN	0.135969	NaN	0.043598	-0.056941	NaN	0.231505	0.013942	NaN	-0.200193	0.319758	NaN	-0.153563	-0.154939	NaN	0.274876	0.123248	NaN	-0.038053	-0.168790	NaN	0.269130	0.054054	NaN	0.111113	-0.038240	NaN	-0.029030	-0.091852	NaN	0.381008	0.081296
AT1G04300.1	GMM:35.1	not assigned.no ontology	NaN	-0.795212	-0.814564	-0.481492	-0.853703	-0.881539	-0.027138	-0.585972	-0.306238	-1.866803	-0.612742	-1.081907	-1.521017	-0.405370	-0.618612	-0.880311	-0.619465	-0.761400	NaN	-0.838674	-1.227375	-0.506257	-1.044321	-1.043138	-0.367565	-1.287983	-0.190102	NaN	-0.775782	-0.299077	-1.165178	-0.952882	-0.977763	-1.013834	-0.914087	-0.649892	-0.955750	-0.673264	-1.239881	-1.160653	-0.435071	-1.036602	-0.920919	-1.054763	-0.822314
AT1G04380.1	GMM:17.5.1	hormone metabolism.ethylene.synthesis-degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04410.1	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH	0.133346	0.176612	0.115059	0.043645	0.173746	0.096128	0.125008	0.044976	0.017172	0.000950	0.073034	0.045206	0.014983	-0.028874	0.087054	0.081202	0.114414	0.104450	-0.005791	-0.081773	0.105956	0.111535	-0.000782	0.019600	-0.040719	0.104270	0.095775	0.038274	0.079459	0.029870	0.008034	-0.034320	-0.093267	0.123064	0.043573	0.144683	0.110508	0.115016	0.095647	0.174446	0.243593	0.211933	0.289257	0.255969	0.223518
AT1G04420.1	GMM:3.5	minor CHO metabolism.others	0.100295	0.054965	0.184583	-0.056617	0.149622	-0.002392	-0.046924	0.154192	NaN	0.170848	0.035213	0.301019	0.213310	-0.090802	0.089899	0.068904	-0.016272	-1.711617	0.074953	0.167055	0.358621	0.196780	0.488658	-0.130923	-0.114028	0.581449	NaN	-0.150507	0.334994	-0.116186	0.048286	-0.414676	NaN	0.409265	0.118734	0.887505	0.393332	0.376721	0.281982	-0.086061	0.056234	NaN	0.109975	0.416960	NaN
AT1G04430.1	GMM:20.2.3	stress.abiotic.drought/salt	NaN	NaN	NaN	NaN	NaN	-1.856340	NaN	-1.865173	NaN	-2.163266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.322479	-2.035570	-2.457116	-3.382116	NaN	NaN	NaN	NaN	-2.293435	NaN	-2.235109	-2.053340	-2.062824	-2.095980	-2.060883	-1.654242	-1.658618	-2.405106	-2.007700	-2.286600	NaN	-2.710564	-1.927422	NaN	NaN	NaN	NaN
AT1G04480.1	GMM:29.2.1.2.2.23	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23	-0.042124	-0.206243	0.013381	-0.013348	0.009246	-0.337929	-0.310358	0.155114	0.435643	NaN	-0.322580	-0.151895	0.379869	0.196355	-0.245637	-0.236817	-0.252516	-0.170756	-1.263163	-0.167522	-0.253184	-0.070831	-0.213648	0.098579	0.012117	-0.204256	-0.218027	0.385696	0.355297	0.031979	-0.357370	0.051837	-0.218505	-0.114988	-0.225925	-0.235578	0.237525	0.267795	-0.052493	0.027879	0.069024	0.105909	0.282722	0.140939	0.207682
AT1G04510.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.161552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04620.1	GMM:18	Co-factor and vitamine metabolism	0.143845	0.194245	0.089222	0.051460	0.174441	-0.025422	0.040224	-0.077709	0.028027	0.141118	0.104228	0.102474	0.169546	0.092272	0.066869	0.026659	0.140888	0.211807	-0.042610	0.030043	-0.002111	-0.012299	0.111775	0.112072	0.028684	0.039874	0.057568	0.082794	0.090233	0.177412	0.219276	0.100906	0.076554	0.049250	0.164919	0.185778	0.201784	0.268800	0.237526	0.194241	0.079067	0.163708	0.228198	0.130105	0.211378
AT1G04690.1	GMM:34.15	transport.potassium	0.274585	0.189212	0.044165	0.099841	0.064577	0.056011	NaN	0.178639	0.453954	0.326253	0.116220	0.042104	NaN	0.069591	0.148303	0.044209	0.307600	0.350388	0.037003	0.050413	0.227878	NaN	-0.041283	-0.001551	0.333161	0.133570	-0.284160	NaN	0.274827	0.581612	0.354822	0.080057	0.104769	0.170881	0.294305	0.025934	NaN	0.041032	0.379899	0.293169	-0.116923	0.199440	NaN	0.234165	0.084076
AT1G04820.1	GMM:31.1	cell.organisation	0.044945	0.147351	0.091112	0.105505	0.199470	0.246877	0.191271	0.274422	0.143428	-0.015011	-0.122254	0.014313	-0.084398	-0.053026	0.006977	-0.084272	-0.086041	-0.115131	0.039216	0.047287	-0.013953	-0.010075	0.052440	0.083517	0.104721	0.128138	-0.071724	0.012129	0.038364	0.079597	0.093310	0.044311	0.168098	0.033354	0.097316	0.079261	0.157912	0.147037	0.292861	0.179758	0.167487	0.105798	0.135000	0.117311	0.110361
AT1G04840.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.830939	NaN	NaN	-4.746828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.697311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.541833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04880.1	GMM:27.3.38	RNA.regulation of transcription.AT-rich interaction domain containing transcription factor family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G04920.1	GMM:2.1.1.1	major CHO metabolism.synthesis.sucrose.SPS	1.169353	-0.553961	-1.283371	-0.845359	-1.398330	1.400899	1.338264	-1.333644	1.026679	-0.882737	1.124806	-1.276515	-1.279774	2.172997	1.493191	-1.006615	-0.288407	1.210989	-0.723164	0.902247	-1.438262	-1.148944	-1.428938	-0.849124	-1.290880	-1.495689	-1.266357	-0.660756	2.145514	-0.079713	0.209578	-1.799746	-1.229901	-1.378166	1.701813	-1.120540	1.751209	-1.739573	1.586892	-1.744891	1.075979	0.861055	-1.291721	-1.410654	-1.282312
